ID	Number	Name	TeReo	Area_1	TeReo_1	Area_2	TeReo_2	Area_3	TeReo_3	Region	RegionID	GazetteerDistrict	Part	PartID	Island	IslandID	Iwi_1	IwiID_1	Iwi_2	IwiID_2	Iwi_3	IwiID_3	Iwi_4	IwiID_4	Iwi_Semi	IwiID_Semi	GooglePlaceIDSmall_1	GooglePlaceIDLarge_1	GooglePlaceIDSmall_2	GooglePlaceIDLarge_2	GooglePlaceName	Boundary	Map	MapID	MapAreaShape_1	MapAreaCoords_1	MapAreaShape_2	MapAreaCoords_2	Speaker_1	SpeakerID_1	SpeakerBrackets_1	SpeakerLocation_1	Speaker_2	SpeakerID_2	SpeakerLocation_2	Speaker_3	SpeakerID_3	Speaker_4	SpeakerID_4	FeaturedName_1	FeaturedName_2	FeaturedName_3	FeaturedName_4	FeaturedName_5	FeaturedName_6	FeaturedName_7	FeaturedName_8	Notes	Wikipedia_1	Wikipedia_2	Wikipedia_3	Length
zo_126	126	South Hokianga	Hokianga ki te Tonga	South Hokianga	Hokianga ki te Tonga					Northland	re_17	North Auckland	Upper North Island	pa_2	North Island	is_1	Ngāpuhi	iw_8													South Hokianga		Auckland and Northland	ma_3	poly	179,287,136,292,122,268,166,232,195,251			Hoana Rapatini	sp_31																			https://en.wikipedia.org/wiki/South_Hokianga			133
zo_127	127	Kaikohe	Kaikohe		Kaikohe					Northland	re_17	North Auckland	Upper North Island	pa_2	North Island	is_1	Ngāpuhi	iw_8									ChIJE-43brXpC20R4NCiQ2HvAAU	ChIJS8KhaVzmC20RTO_D5Vgqqpw			Kaikohe		Auckland and Northland	ma_3	poly	195,251,231,273,245,300,232,327,218,334,207,332,198,324,177,285			Hoana Rapatini	sp_31																			https://en.wikipedia.org/wiki/Kaikohe			111
zo_128	128	Whangarei	Whangarei		Whangarei					Northland	re_17	North Auckland	Upper North Island	pa_2	North Island	is_1	Ngāpuhi	iw_8									ChIJxxBrTpyCC20RJ5mjQ2HvAAU	ChIJ5TI2uDqHC20RFSBO14JLnOA			Whangarei		Auckland and Northland	ma_3	poly	232,327,245,300,340,272,340,365,273,403,265,410,253,367			Rev Hare Te Raharaha Kake	sp_22			Hemi Konore	sp_23		Hoana Rapatini	sp_31			Ngunguru	Whāngārei								https://en.wikipedia.org/wiki/Whangarei			301
zo_129	129	Islands off Bream Head		Hen and Chickens Islands	Marotiri	Poor Knights Islands	Tawhiti Rahi			Northland	re_17	North Auckland	Upper North Island	pa_2	North Island	is_1	Ngāpuhi	iw_8	Ngāti Wai	iw_60								ChIJL6DAj3efDG0RK3lhkgrZsWg			Bream Islands		Auckland and Northland	ma_3	rect	347,253,395,388			Rev Hare Te Raharaha Kake	sp_22			Rameka Cope	sp_89															https://en.wikipedia.org/wiki/Hen_and_Chickens_Islands			83
zo_130	130	Tōwai	Tōwai		Tōwai					Northland	re_17	North Auckland	Upper North Island	pa_2	North Island	is_1	Ngāpuhi	iw_8	Ngāti Hine	iw_17							ChIJk7MUwaKZC20RcLiiQ2HvAAU				Towai		Auckland and Northland	ma_3	poly	245,300,322,282,309,246,277,268,261,262,231,273			Tupi Puriri	sp_129			Rameka Cope	sp_89															https://en.wikipedia.org/wiki/Tōwai			92
zo_131	131	Bay of Islands		Bay of Islands						Northland	re_17	North Auckland	Upper North Island	pa_2	North Island	is_1	Ngāpuhi	iw_8	Ngāti Hine	iw_17											Bay of Islands		Auckland and Northland	ma_3	poly	231,273,195,251,176,242,189,220,182,204,231,183,297,208,309,246,277,268,261,262			Tupi Puriri	sp_129			Rameka Cope	sp_89						Kororāreka	Waitangi								https://en.wikipedia.org/wiki/Bay_of_Islands			326
zo_132	132	Whangaroa	Whangaroa		Whangaroa					Northland	re_17	North Auckland	Upper North Island	pa_2	North Island	is_1	Ngāpuhi	iw_8	Ngāti Kahu	iw_18							ChIJK9U_86vSC20RIDSjQ2HvAAU				Whangaroa		Auckland and Northland	ma_3	circle	179,175,29			Tarawau Kira	sp_108																			https://en.wikipedia.org/wiki/Whangaroa			299
zo_133	133	North Hokianga	Hokianga ki te Raki	North Hokianga	Hokianga ki te Raki					Northland	re_17	North Auckland	Upper North Island	pa_2	North Island	is_1	Ngāpuhi	iw_8													North Hokianga		Auckland and Northland	ma_3	poly	176,242,189,220,182,204,156,187,132,201,128,229,109,248,122,268,166,232			Joe Toki	sp_46			Raureti Harris	sp_95		Bob Harris	sp_7												https://en.wikipedia.org/wiki/North_Hokianga			149
zo_134	134	Herekino/Broadwood			Herekino	Broadwood				Northland	re_17	North Auckland	Upper North Island	pa_2	North Island	is_1	Te Rarawa	iw_88									ChIJqTgzPaAUCW0RsMuiQ2HvAAU		ChIJeQ8SzGdvCW0RcLGiQ2HvAAU		Herekino		Auckland and Northland	ma_3	poly	109,248,128,229,132,201,111,192,81,203			Bob Harris	sp_7			Ross Gregory	sp_99															https://en.wikipedia.org/wiki/Herekino			67
zo_135	135	Kaitāia	Kaitāia		Kaitāia					Northland	re_17	North Auckland	Upper North Island	pa_2	North Island	is_1	Te Rarawa	iw_88	Te Aupōuri	iw_85							ChIJ7QDSfUl3CW0RsNGiQ2HvAAU	ChIJvR-oJAGlCW0RFrgg3tgZWIc			Kaitaia		Auckland and Northland	ma_3	poly	132,201,111,192,81,203,58,181,150,157,156,188			Ross Gregory	sp_99			Merimeri Penfold	sp_74						Ahipara									https://en.wikipedia.org/wiki/Kaitāia			125
zo_136	136	Karikari Peninsula	Karikari	Karikari Peninsula	Karikari					Northland	re_17	North Auckland	Upper North Island	pa_2	North Island	is_1	Ngāti Kahu	iw_18	Ngai Takoto	iw_69							ChIJBeScaFyaCW0RQNOiQ2HvAAU				Karikari Peninsula		Auckland and Northland	ma_3	poly	150,157,156,188,142,101,109,116,109,150,86,159,87,173			Ross Gregory	sp_99																			https://en.wikipedia.org/wiki/Karikari_Peninsula			56
zo_137	137	The Far North		The Far North						Northland	re_17	North Auckland	Upper North Island	pa_2	North Island	is_1	Te Aupōuri	iw_85													Far North District		Auckland and Northland	ma_3	poly	109,116,109,150,86,159,0,19,0,0,82,0			Pineaha Murray	sp_85			Merimeri Penfold	sp_74	in Tane Nui a Rangi	Ross Gregory	sp_99			Te Rēinga									https://en.wikipedia.org/wiki/The_Far_North			251
zo_138	138	Overseas		Overseas						Other	re_18		Upper North Island	pa_2	Other	is_3															Overseas								Maehe Nikora	sp_60																			https://en.wikipedia.org/wiki/Overseas			25
zo_139	139	Addenda		Addenda						Other	re_18		Upper North Island	pa_2	Other	is_3															Addenda								Maaka Jones	sp_58			Tukawekai Kereama	sp_126		Maehe Nikora	sp_60	Naida Pou	sp_77	Kia ora!									https://en.wikipedia.org/wiki/Addenda			84
zo_140	140	Golden Bay	Mohua	Golden Bay	Mohua					Top of the South	re_19	Nelson	South Island	pa_3	South Island	is_2	Ngāti Tama	iw_52	Ngāti Koata	iw_25											Golden Bay		Northern and Eastern South Island	ma_4	poly	183,0,183,74,197,57,229,91,277,47,277,0			Hannah Moari Meihana	sp_21			Tom Bailey	sp_122															https://en.wikipedia.org/wiki/Golden_Bay			164
zo_141	141	Motueka	Motueka		Motueka					Top of the South	re_19	Nelson	South Island	pa_3	South Island	is_2	Ngāti Koata	iw_25	Ngāti Rarua	iw_44	Te Āti Awa	iw_81					ChIJ2WZanzCBO20R8I95hIbvAAU	ChIJS87ygUR_O20RGz5CHwL5iQk			Motueka		Northern and Eastern South Island	ma_4	poly	277,47,229,91,232,117,241,139,261,133,266,117,264,93,274,81			Tom Bailey	sp_122										Motueka									https://en.wikipedia.org/wiki/Motueka			103
zo_142	142	Murchison		Murchison						Top of the South	re_19	Nelson	South Island	pa_3	South Island	is_2											ChIJ07k1ZwfOOm0RsJF5hIbvAAU	ChIJzehLivjGOm0RiZo3OhF8tHM			Murchison		Northern and Eastern South Island	ma_4	poly	261,133,241,139,232,117,217,140,213,164,241,208,283,142,			Malcolm Hoskins	sp_65			Kath Hemi	sp_52															https://en.wikipedia.org/wiki/Murchison			44
zo_143	143	Nelson	Whakatū	Nelson	Whakatū					Top of the South	re_19	Nelson	South Island	pa_3	South Island	is_2	Ngāti Koata	iw_25	Ngāti Kuia	iw_27								ChIJfS63kcTsO20RgKSW54jvAAo			Nelson		Northern and Eastern South Island	ma_4	poly	261,133,266,117,264,93,274,81,310,70,329,90,329,113,283,142			Turi Elkington	sp_130										Tāhuna(nui)									https://en.wikipedia.org/wiki/Nelson			122
zo_144	144	Western Sounds		Western Sounds						Top of the South	re_19	Marlborough	South Island	pa_3	South Island	is_2	Ngāti Koata	iw_25	Ngāti Kuia	iw_27											Queen Charlotte Sound		Northern and Eastern South Island	ma_4	poly	310,70,351,0,382,53,329,90			Turi Elkington	sp_130			Kath Hemi	sp_52															https://en.wikipedia.org/wiki/Western_Sounds			210
zo_145	145	Eastern Sounds		Eastern Sounds						Top of the South	re_19	Marlborough	South Island	pa_3	South Island	is_2	Te Āti Awa	iw_81													Queen Charlotte Sound		Northern and Eastern South Island	ma_4	poly	382,53,329,90,329,113,400,79,400,39			Island Love	sp_40			Kath Hemi	sp_52		Turi Elkington	sp_130												https://en.wikipedia.org/wiki/Eastern_Sounds			176
zo_146	146	Blenheim	Waiharakeke	Blenheim	Waiharakeke					Top of the South	re_19	Marlborough	South Island	pa_3	South Island	is_2	Ngāti Rarua	iw_44	Rangitāne	iw_73	Kai Tahu	iw_1						ChIJvWnigAAOOW0RMKWW54jvAAo			Marlborough		Northern and Eastern South Island	ma_4	poly	329,113,400,79,400,121,362,185,355,168,343,177,308,150,283,142			Kath Hemi	sp_52			Bill Solomon	sp_5		Lee Luke	sp_56												https://en.wikipedia.org/wiki/Blenheim			107
zo_147	147	Kaikōura/Hanmer			Kaikōura	Hanmer				South Island East Coast	re_20	Canterbury	South Island	pa_3	South Island	is_2	Kai Tahu	iw_1	Ngāti Mamoe	iw_29							ChIJdXyRNDogOm0RNpl5hIbvAAU	ChIJHytxyRMDOm0RjdnSn7ydFGI			Kaikoura	Hurunui River	Northern and Eastern South Island	ma_4	poly	362,185,355,168,343,177,308,150,283,142,241,208,185,266,250,283,322,281			Bill Solomon	sp_5		in Maru Kaitatea	Auntie Jane Manahi	sp_43						Kaikōura	Tapuwae-ō-Uenuku								https://en.wikipedia.org/wiki/Kaikōura			174
zo_148	148	North Canterbury		North Canterbury						South Island East Coast	re_20	Canterbury	South Island	pa_3	South Island	is_2	Kai Tahu	iw_1													North Canterbury		Northern and Eastern South Island	ma_4	poly	185,266,250,283,322,281,313,332,248,330,232,342,225,357,172,299			Auntie Jane Manahi	sp_43			Bill Solomon	sp_5															https://en.wikipedia.org/wiki/North_Canterbury			81
zo_149	149	Kaiapoi	Kaiapoi		Kaiapoi					South Island East Coast	re_20	Canterbury	South Island	pa_3	South Island	is_2	Kai Tahu	iw_1									ChIJA29BpGeRMW0RkHp5hIbvAAU				Kaiapoi	Waimakariri River	Northern and Eastern South Island	ma_4	poly	313,332,248,330,232,342,225,357,250,359			Auntie Jane Manahi	sp_43										Kaiapoi									https://en.wikipedia.org/wiki/Kaiapoi			46
zo_150	150	Christchurch	Ōtautahi	Christchurch	Ōtautahi					South Island East Coast	re_20	Canterbury	South Island	pa_3	South Island	is_2	Kai Tahu	iw_1									ChIJAe3FY0gvMm0RRZl5hIbvAAU	ChIJPW-wzMsEMm0RjCZ0-SKkKvs			Christchurch		Northern and Eastern South Island	ma_4	poly	250,359,255,374,267,381,273,369,280,365,352,365,352,356,279,356,275,349			Rakiihia Tau	sp_88			Maurice Gray	sp_70						Aranui	Hei Hei	Ōtautahi	Papanui	Waimairi	Waimakariri	Wainoni	Wharenui		https://en.wikipedia.org/wiki/Christchurch			198
zo_151	151	Lyttelton	Ōhinehou	Lyttelton	Ōhinehou					South Island East Coast	re_20	Canterbury	South Island	pa_3	South Island	is_2	Kai Tahu	iw_1									ChIJwXdzfysmMm0RwIV5hIbvAAU	ChIJu_SAEjAkMm0RpeolvPbkswg			Lyttelton		Northern and Eastern South Island	ma_4	poly	267,381,273,369,280,365,352,365,300,365,300,373,289,381			Rakiihia Tau	sp_88			Maurice Gray	sp_70															https://en.wikipedia.org/wiki/Lyttelton			119
zo_152	152	Akaroa	Akaroa		Akaroa					South Island East Coast	re_20	Canterbury	South Island	pa_3	South Island	is_2	Kai Tahu	iw_1									ChIJE95FCQrMM20RoFp5hIbvAAU	ChIJuymCstDNM20RJ1ywyiTlDFU			Akaroa		Northern and Eastern South Island	ma_4	poly	300,373,315,373,315,407,267,407,267,381,290,381			Mahia Whatarau-Tainui	sp_62	with Henry Robinson		Maurice Gray	sp_70		Maarire Goodall	sp_59												https://en.wikipedia.org/wiki/Akaroa			222
zo_153	153	Selwyn		Selwyn						South Island East Coast	re_20	Canterbury	South Island	pa_3	South Island	is_2	Kai Tahu	iw_1										ChIJJyEeGYkWLm0REFZ5hIbvAAQ			Selwyn	Rakaia River	Northern and Eastern South Island	ma_4	poly	243,411,134,331,152,309,172,299,255,357,250,359,255,374,267,381,267,407			Rakiihia Tau	sp_88			Maurice Gray	sp_70		Maarire Goodall	sp_59												https://en.wikipedia.org/wiki/Selwyn			140
zo_154	154	Ashburton/Temuka	Hakatere/Temuka	Ashburton	Hakatere		Temuka			South Island East Coast	re_20	Canterbury	South Island	pa_3	South Island	is_2	Kai Tahu	iw_1									ChIJS83OBmQxLG0RQJl5hIbvAAU	ChIJu3FFFXQwLG0RP74_TpmSJRc			Ashburton District	Opihi River	Northern and Eastern South Island	ma_4	poly	243,411,134,331,91,371,110,409,110,450,170,469			Jack Reihana	sp_42			Kelly Davis	sp_53		Maarire Goodall	sp_59	Maurice Gray	sp_70	Rākaia	Rangitata	(Te Umu Kaha) Temuka							https://en.wikipedia.org/wiki/Ashburton			105
zo_155	155	Timaru	Timaru		Timaru					South Island East Coast	re_20	Canterbury	South Island	pa_3	South Island	is_2	Kai Tahu	iw_1									ChIJ78dhY4ljLG0ROZl5hIbvAAU	ChIJk6-NTj25LG0RHfLcZDeC9OQ			Timaru	Makikihi River	Northern and Eastern South Island	ma_4	poly	110,450,170,469,170,508,147,508,124,500,110,468			Kelly Davis	sp_53			Jack Reihana	sp_42						Tīmaru									https://en.wikipedia.org/wiki/Timaru			67
zo_156	156	Waimate	Waimate		Waimate					South Island East Coast	re_20	Canterbury	South Island	pa_3	South Island	is_2	Kai Tahu	iw_1									ChIJ8yh-_olTK20RIpl5hIbvAAU	ChIJaaag6_f6KagRWUlkh2xB42U			Waimate	Hakataramea River	Northern and Eastern South Island	ma_4	poly	170,508,147,508,124,500,108,530,132,547,167,547			Kelly Davis	sp_53																			https://en.wikipedia.org/wiki/Waimate			125
zo_157	157	McKenzie Country		McKenzie Country						South Island East Coast	re_20	Canterbury	South Island	pa_3	South Island	is_2	Kai Tahu	iw_1													Mackenzie District	Waitaki River	Northern and Eastern South Island	ma_4	poly	108,530,79,504,28,520,16,456,34,447,69,392,91,371,110,409,110,450,110,468,124,500			Kelly Davis	sp_53			Maarire Goodall	sp_59															https://en.wikipedia.org/wiki/McKenzie_Country			162
zo_158	158	Ōāmaru	Ōāmaru		Ōāmaru					Otago	re_21	Otago	South Island	pa_3	South Island	is_2	Kai Tahu	iw_1	Waitaha	iw_91							ChIJeQZQVPd1KagR4O95hIbvAAU	ChIJXUmjr92IKagRjA2eonFLFQw			Oamaru		Southern and Western South Island	ma_5	poly	249,459,290,456,329,481,372,488,361,551			Aunt Magda Walscott	sp_61			Tatane Wesley	sp_109	in Tamatea	Maarire Goodall	sp_59			Ōāmaru	Waitaki								https://en.wikipedia.org/wiki/Ōāmaru			152
zo_159	159	Palmerston		Palmerston						Otago	re_21	Otago	South Island	pa_3	South Island	is_2	Kai Tahu	iw_1									ChIJT-m6UaNoKagRMJ55hIbvAAU	ChIJs2zKOo7XK6gRk2CPFYJ8MVY			Palmerston		Southern and Western South Island	ma_5	poly	269,471,361,551,346,571,326,575,307,599,298,577,266,577,230,560,234,541,225,525			Aunt Magda Walscott	sp_61																			https://en.wikipedia.org/wiki/Palmerston			96
zo_160	160	Dunedin	Ōtepoti	Dunedin	Ōtepoti					Otago	re_21	Otago	South Island	pa_3	South Island	is_2	Kai Tahu	iw_1									ChIJPVFfD-DkK6gRQZl5hIbvAAU	ChIJITL5p_esLqgRT2z-nylGqs8			Dunedin	Taiari River	Southern and Western South Island	ma_5	poly	346,571,326,575,307,599,307,617,319,631,405,594			Aunt Magda Walscott	sp_61			Tatane Wesley	sp_109		Maarire Goodall	sp_59			Māori (Hill)	Ōtākau	Waikouaiti							https://en.wikipedia.org/wiki/Dunedin			217
zo_161	161	South Otago		South Otago						Otago	re_21	Otago	South Island	pa_3	South Island	is_2	Kai Tahu	iw_1													South Otago	Clutha River	Southern and Western South Island	ma_5	poly	319,631,300,665,255,627,253,601,235,581,230,560,298,577,307,599,307,617			Aunt Magda Walscott	sp_61			Tatane Wesley	sp_109		Huata Holmes	sp_36												https://en.wikipedia.org/wiki/South_Otago			82
zo_162	162	Wānaka/Hāwea	Wānaka/Hāwea		Wānaka		Hāwea			The Southern Lakes	re_22	Southland	South Island	pa_3	South Island	is_2	Kai Tahu	iw_1	Ngāti Mamoe	iw_29							ChIJby3suR1G1akR4MF5hIbvAAU	ChIJkb6bG-gy1WwRMq4EtYfg8IY			Wanaka		Southern and Western South Island	ma_5	poly	154,464,225,400,237,449,267,475,225,525,196,522			Aunt Magda Walscott	sp_61			Tatane Wesley	sp_109		Maarire Goodall	sp_59			Hāwea	Wānaka								https://en.wikipedia.org/wiki/Wānaka			151
zo_163	163	Wakatipu	Wakatipu		Wakatipu					The Southern Lakes	re_22	Southland	South Island	pa_3	South Island	is_2	Kai Tahu	iw_1	Ngāti Mamoe	iw_29											Wakatipu		Southern and Western South Island	ma_5	poly	154,464,196,522,225,525,234,541,230,560,175,577,151,573,133,550,123,515,133,479			George Te Au	sp_17			Maarire Goodall	sp_59						Kawarau	Whakatipua-wai-māori (Wakatipu)								https://en.wikipedia.org/wiki/Wakatipu			170
zo_164	164	Manapōuri/Te Anau	Manapōuri/Te Anau		Manapōuri		Te Anau			The Southern Lakes	re_22	Southland	South Island	pa_3	South Island	is_2	Kai Tahu	iw_1	Ngāti Mamoe	iw_29							ChIJd73ufdgJ1KkRoId5hIbvAAU		ChIJa15mlSBt1KkRULR5hIbvAAU	ChIJFT6ScnCC1qkRKUDPLWMVrOg	Te Anau		Southern and Western South Island	ma_5	poly	123,515,133,550,151,573,127,613,103,630,86,661,64,617,67,572,81,539,106,515			George Te Au	sp_17										Manapōuri	Te Anau								https://en.wikipedia.org/wiki/Manapōuri			96
zo_165	165	Gore/Eastern Southland		Gore		Eastern Southland				Southland	re_23	Southland	South Island	pa_3	South Island	is_2	Kai Tahu	iw_1	Ngāti Mamoe	iw_29							ChIJeVm-nHLMLKgRNZl5hIbvAAU	ChIJb92BGwK3LKgR079L783dc0o			Gore		Southern and Western South Island	ma_5	poly	175,577,230,560,235,581,253,601,255,627,300,665,300,715,195,715,195,680,203,660,176,631			Paddy Gilroy	sp_80	with George Te Au		Huata Holmes	sp_36															https://en.wikipedia.org/wiki/Gore			266
zo_166	166	Invercargill/Central Southland	Waihopai/Central Southland	Invercargill	Waihopai	Central Southland				Southland	re_23	Southland	South Island	pa_3	South Island	is_2	Kai Tahu	iw_1	Ngāti Mamoe	iw_29							ChIJ12kUrJTE0qkRIKSW54jvAAo	ChIJ0cDkEhHS0qkRApCm_mq2eU0			Invercargill		Southern and Western South Island	ma_5	poly	195,715,195,680,203,660,176,631,175,577,151,573,127,613,135,629,135,670,139,715			George Te Au	sp_17										Ōreti	Ōtātara								https://en.wikipedia.org/wiki/Invercargill			207
zo_167	167	Western Southland		Western Southland						Southland	re_23	Southland	South Island	pa_3	South Island	is_2	Kai Tahu	iw_1	Ngāti Mamoe	iw_29											Southland	Foveaux Strait	Southern and Western South Island	ma_5	poly	127,613,135,629,135,670,139,715,95,692,86,661,103,630			George Te Au	sp_17																			https://en.wikipedia.org/wiki/Western_Southland			102
zo_168	168	Ruapuke	Ruapuke		Ruapuke					Southland	re_23	Southland	South Island	pa_3	South Island	is_2	Kai Tahu	iw_1	Ngāti Mamoe	iw_29											Ruapuke		Southern and Western South Island	ma_5	rect	187,715,235,741			George Te Au	sp_17																			https://en.wikipedia.org/wiki/Ruapuke			99
zo_169	169	Stewart Island	Rakiura	Stewart Island	Rakiura					Southland	re_23	Southland	South Island	pa_3	South Island	is_2	Kai Tahu	iw_1	Ngāti Mamoe	iw_29							ChIJFYrtD8dvzakR4K95hIbvAAU				Stewart Island		Southern and Western South Island	ma_5	poly	133,732,157,732,178,757,182,774,137,806,120,806,121,793			George Te Au	sp_17			Huata Holmes	sp_36															https://en.wikipedia.org/wiki/Rakiura			106
zo_170	170	Muttonbird Islands	Titi	Muttonbird Islands	Titi					Southland	re_23	Southland	South Island	pa_3	South Island	is_2	Kai Tahu	iw_1	Ngāti Mamoe	iw_29											Muttonbird Islands		Southern and Western South Island	ma_5	rect	110,817,197,737			George Te Au	sp_17																			https://en.wikipedia.org/wiki/Muttonbird_Islands			137
zo_171	171	Southern Islands		Southern Islands						Southland	re_23	Southland	South Island	pa_3	South Island	is_2	Kai Tahu	iw_1	Ngāti Mamoe	iw_29											Auckland Islands		Southern and Western South Island	ma_5	poly	0,817,63,707,105,817			George Te Au	sp_17			Maui Pomare	sp_69		Huata Holmes	sp_36												https://en.wikipedia.org/wiki/Southern_Islands			44
zo_172	172	Fiordland		Fiordland						West Coast	re_24	Westland	South Island	pa_3	South Island	is_2	Kai Tahu	iw_1	Ngāti Mamoe	iw_29	Poutini Kai Tahu	iw_72					ChIJi4cw9Jar1qkRwG15hIbvAAU				Fiordland		Southern and Western South Island	ma_5	poly	86,661,95,692,0,692,0,609,102,450,133,479,123,515,106,515,81,539,67,572,64,617			George Te Au	sp_17			Maika Mason	sp_63		Huata Holmes	sp_36												https://en.wikipedia.org/wiki/Fiordland			291
zo_173	173	South Westland		South Westland						West Coast	re_24	Westland	South Island	pa_3	South Island	is_2	Kai Tahu	iw_1	Poutini Kai Tahu	iw_72											South Westland		Southern and Western South Island	ma_5	poly	102,450,133,479,154,464,225,400,240,390,371,252,326,219,125,412			Maika Mason	sp_63	Poutini Ngai Tahu		Maarire Goodall	sp_59						Hokitika									https://en.wikipedia.org/wiki/South_Westland			290
zo_174	174	Grey		Grey						West Coast	re_24	Westland	South Island	pa_3	South Island	is_2	Kai Tahu	iw_1	Poutini Kai Tahu	iw_72											Grey District		Southern and Western South Island	ma_5	poly	326,219,371,252,398,199,442,161,421,131,410,143,390,129,359,154			Maika Mason	sp_63																			https://en.wikipedia.org/wiki/Grey			137
zo_175	175	North Westland		North Westland						West Coast	re_24	Westland	South Island	pa_3	South Island	is_2	Kai Tahu	iw_1	Poutini Kai Tahu	iw_72											North Westland		Southern and Western South Island	ma_5	poly	338,187,334,118,399,13,435,48,435,72,414,112,421,131,410,143,390,129,359,154			Maika Mason	sp_63										Inangahua	Ngíkawau								https://en.wikipedia.org/wiki/North_Westland			134
zo_176	176	Chatham Islands (Ancient)		Chatham Islands						Chatham Islands	re_25	Southland	South Island	pa_3	South Island	is_2	Moriori	iw_3										ChIJM-fHqWXos3IRiC_KQFZExk8			Chatham Islands		Southern and Western South Island	ma_5	rect	128,47,247,169			Charles Solomon	sp_8										Rekohu								The "ancient" list is intended to be of Moriori names. They are spoken by Charles Solomon, son of the last "full-blooded" Moriori. He did not, however, speak the Moriori language.	https://en.wikipedia.org/wiki/Chatham_Islands			95
zo_177	177	Chatham Islands (Modern)		Chatham Islands						Chatham Islands	re_25	Southland	South Island	pa_3	South Island	is_2	Ngāti Tama	iw_52	Ngāti Mutunga	iw_34								ChIJM-fHqWXos3IRiC_KQFZExk8			Chatham Islands		Southern and Western South Island	ma_5	rect	128,47,247,169			Maui Pomare	sp_69										Wharekauri								The "modern" list is of current Māori names, dating from 1835.	https://en.wikipedia.org/wiki/Chatham_Islands			227
